PolicyNumber,CustomerID,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P8472,C8472,Male,84,Life,26-01-2024,26-01-2025,225.56,44312.99,C8472,NULL,0,Rejected
P8473,C8473,Female,31,Travel,07-08-2023,07-08-2024,369.8,82937.79,C8473,NULL,0,Rejected
P8474,C8474,Male,75,Health,27-08-2023,27-08-2024,365.16,91020.54,C8474,NULL,0,Rejected
P8475,C8475,Female,80,Auto,09-11-2023,09-11-2024,147.84,51308.04,C8475,31-07-2024,608.13,Settled
P8476,C8476,Male,22,Travel,20-10-2023,20-10-2024,192.03,40827.3,C8476,NULL,0,Rejected
P8477,C8477,Female,54,Home,11-04-2024,11-04-2025,182.55,41048.9,C8477,13-11-2024,1563.14,Settled
P8478,C8478,Male,30,Travel,07-12-2023,07-12-2024,139.82,80486.56,C8478,NULL,0,Rejected
P8479,C8479,Female,67,Health,14-07-2023,14-07-2024,392.32,67395.89,C8479,NULL,0,Rejected
P8480,C8480,Male,71,Home,22-07-2023,22-07-2024,940.03,18282.06,C8480,NULL,0,Rejected
P8481,C8481,Female,84,Health,18-03-2024,18-03-2025,652.83,101322.13,C8481,23-09-2024,3746.69,Settled
P8482,C8482,Male,38,Travel,21-01-2024,21-01-2025,732.1,34275.45,C8482,12-10-2024,2513.5,Settled
P8483,C8483,Female,87,Travel,23-09-2023,23-09-2024,767.32,78704.94,C8483,NULL,0,Rejected
P8484,C8484,Male,34,Travel,14-03-2024,14-03-2025,511.82,63475.06,C8484,29-03-2024,3391.94,Pending
P8485,C8485,Female,39,Health,06-03-2024,06-03-2025,248.71,27328.3,C8485,19-01-2025,1528.76,Pending
P8486,C8486,Male,18,Health,14-11-2023,14-11-2024,605.59,54276.61,C8486,08-12-2023,4739.56,Pending
P8487,C8487,Female,25,Life,08-11-2023,08-11-2024,276.37,91254.46,C8487,05-02-2024,1900.16,Settled
P8488,C8488,Male,79,Travel,25-02-2024,25-02-2025,600.15,44710.73,C8488,NULL,0,Rejected
P8489,C8489,Female,55,Travel,03-07-2024,03-07-2025,441.08,27544,C8489,19-09-2024,530.08,Settled
P8490,C8490,Male,76,Travel,23-02-2024,23-02-2025,288.07,69191.28,C8490,28-07-2024,1948.72,Settled
P8491,C8491,Female,32,Travel,06-11-2023,06-11-2024,503.81,35550.29,C8491,25-02-2024,5065.59,Pending
P8492,C8492,Male,50,Auto,29-08-2023,29-08-2024,213.96,41555.33,C8492,NULL,0,Rejected
P8493,C8493,Female,37,Travel,20-06-2024,20-06-2025,481.17,37481.2,C8493,NULL,0,Rejected
P8494,C8494,Male,81,Travel,04-08-2023,04-08-2024,918.09,67713.58,C8494,NULL,0,Rejected
P8495,C8495,Female,24,Travel,03-12-2023,03-12-2024,883.71,72088.33,C8495,NULL,0,Rejected
P8496,C8496,Male,58,Home,25-08-2023,25-08-2024,885.09,82403.76,C8496,29-04-2024,4343.43,Settled
P8497,C8497,Female,35,Travel,12-12-2023,12-12-2024,812.32,89050.67,C8497,NULL,0,Rejected
P8498,C8498,Male,47,Health,05-12-2023,05-12-2024,529.86,29356.39,C8498,15-01-2024,955.44,Settled
P8499,C8499,Female,35,Health,01-07-2024,01-07-2025,767.95,57289.47,C8499,NULL,0,Rejected
P8500,C8500,Male,73,Life,31-12-2023,31-12-2024,720.58,100068.51,C8500,03-08-2024,1255.19,Pending
P8501,C8501,Female,54,Health,14-11-2023,14-11-2024,890.87,67848.68,C8501,01-07-2024,4960.27,Settled
P8502,C8502,Male,85,Travel,06-01-2024,06-01-2025,846.82,78138.29,C8502,NULL,0,Rejected
P8503,C8503,Female,67,Travel,20-03-2024,20-03-2025,144.14,32985.43,C8503,NULL,0,Rejected
P8504,C8504,Male,30,Home,17-09-2023,17-09-2024,342.52,103623.7,C8504,NULL,0,Rejected
P8505,C8505,Female,61,Life,27-07-2023,27-07-2024,152.73,54230.86,C8505,NULL,0,Rejected
P8506,C8506,Male,60,Travel,14-02-2024,14-02-2025,133.67,17886.05,C8506,20-02-2024,715.56,Settled
P8507,C8507,Female,77,Travel,24-12-2023,24-12-2024,197.04,74791.91,C8507,02-04-2024,2865.55,Settled
P8508,C8508,Male,66,Life,28-04-2024,28-04-2025,651.65,89205.1,C8508,NULL,0,Rejected
P8509,C8509,Female,54,Travel,13-12-2023,13-12-2024,578.89,53533.72,C8509,03-08-2024,5072.03,Pending
P8510,C8510,Male,73,Travel,29-06-2024,29-06-2025,234.05,36766.44,C8510,NULL,0,Rejected
P8511,C8511,Female,73,Health,17-10-2023,17-10-2024,429.81,67230.28,C8511,NULL,0,Rejected
P8512,C8512,Male,45,Health,16-02-2024,16-02-2025,508.54,83593.99,C8512,NULL,0,Rejected
P8513,C8513,Female,38,Travel,09-02-2024,09-02-2025,389.03,85575.04,C8513,04-11-2024,889.93,Settled
P8514,C8514,Male,25,Health,02-06-2024,02-06-2025,297.46,84948.21,C8514,10-06-2024,2176.09,Pending
P8515,C8515,Female,23,Life,24-09-2023,24-09-2024,100.64,68367.16,C8515,NULL,0,Rejected
P8516,C8516,Male,42,Auto,08-06-2024,08-06-2025,440.76,81617.99,C8516,24-02-2025,2978.76,Settled
P8517,C8517,Female,67,Travel,14-03-2024,14-03-2025,1011.1,108141.48,C8517,NULL,0,Rejected
P8518,C8518,Male,39,Travel,03-11-2023,03-11-2024,454.15,108653.16,C8518,28-07-2024,3331.3,Settled
P8519,C8519,Female,30,Travel,20-05-2024,20-05-2025,446.66,105244.25,C8519,NULL,0,Rejected
P8520,C8520,Male,33,Travel,05-05-2024,05-05-2025,738.48,14190.44,C8520,NULL,0,Rejected
P8521,C8521,Female,85,Life,02-10-2023,02-10-2024,926.38,56278.18,C8521,16-01-2024,1116.27,Settled
P8522,C8522,Male,23,Health,22-01-2024,22-01-2025,935.57,19578.08,C8522,16-07-2024,2568.99,Settled
P8523,C8523,Female,43,Health,06-07-2024,06-07-2025,856.51,51197.18,C8523,26-03-2025,3971.46,Settled
P8524,C8524,Male,81,Auto,05-03-2024,05-03-2025,623.34,88262.84,C8524,28-01-2025,5465.6,Pending
P8525,C8525,Female,58,Home,07-01-2024,07-01-2025,936.52,12088.56,C8525,15-08-2024,1898.74,Settled
P8526,C8526,Male,29,Health,29-11-2023,29-11-2024,557.73,83710.74,C8526,NULL,0,Rejected
P8527,C8527,Female,23,Travel,08-07-2024,08-07-2025,186.73,16728.16,C8527,01-07-2025,4351.23,Settled
P8528,C8528,Male,42,Health,08-12-2023,08-12-2024,234.53,25180.16,C8528,27-08-2024,4975.35,Pending
P8529,C8529,Female,31,Travel,19-06-2024,19-06-2025,246.18,77396.57,C8529,20-12-2024,5145.22,Settled
P8530,C8530,Male,44,Travel,11-12-2023,11-12-2024,1090.58,61636.34,C8530,NULL,0,Rejected
P8531,C8531,Female,25,Health,13-08-2023,13-08-2024,1048.13,32832.12,C8531,15-11-2023,2185.74,Pending
P8532,C8532,Male,65,Life,15-07-2023,15-07-2024,1026.49,103769.32,C8532,21-07-2023,5484.82,Pending
P8533,C8533,Female,46,Health,08-09-2023,08-09-2024,1005.66,43679.98,C8533,15-02-2024,4251.76,Settled
P8534,C8534,Male,82,Travel,06-11-2023,06-11-2024,1040.52,89437.17,C8534,22-06-2024,1471.25,Pending
P8535,C8535,Female,85,Home,10-11-2023,10-11-2024,292.35,98746.54,C8535,30-03-2024,678.35,Settled
P8536,C8536,Male,85,Travel,26-04-2024,26-04-2025,255.01,61524.34,C8536,NULL,0,Rejected
P8537,C8537,Female,37,Life,27-09-2023,27-09-2024,249.91,27370.33,C8537,19-03-2024,3047.23,Pending
P8538,C8538,Male,33,Travel,09-02-2024,09-02-2025,492.91,61878.93,C8538,NULL,0,Rejected
P8539,C8539,Female,47,Health,10-05-2024,10-05-2025,1035.08,10729.15,C8539,18-03-2025,4892.65,Settled
P8540,C8540,Male,31,Life,17-09-2023,17-09-2024,636.15,66407.46,C8540,NULL,0,Rejected
P8541,C8541,Female,52,Home,05-08-2023,05-08-2024,451.01,97007.83,C8541,NULL,0,Rejected
P8542,C8542,Male,30,Travel,30-04-2024,30-04-2025,833.27,57908.74,C8542,NULL,0,Rejected
P8543,C8543,Female,75,Life,07-10-2023,07-10-2024,779.29,53828.93,C8543,NULL,0,Rejected
P8544,C8544,Male,77,Travel,19-12-2023,19-12-2024,426.9,28977.19,C8544,24-11-2024,4026.11,Settled
P8545,C8545,Female,27,Health,15-03-2024,15-03-2025,127.86,25886.16,C8545,NULL,0,Rejected
P8546,C8546,Male,64,Auto,11-02-2024,11-02-2025,509.16,49593.42,C8546,06-05-2024,4497.36,Settled
P8547,C8547,Female,25,Travel,05-08-2023,05-08-2024,170.38,109181.35,C8547,16-01-2024,513.33,Pending
P8548,C8548,Male,60,Travel,06-02-2024,06-02-2025,792.38,82377.94,C8548,NULL,0,Rejected
P8549,C8549,Female,62,Life,02-03-2024,02-03-2025,616.75,109412.83,C8549,30-05-2024,2452.98,Settled
P8550,C8550,Male,51,Life,26-04-2024,26-04-2025,1045.01,32454.51,C8550,02-06-2024,1043.08,Settled
P8551,C8551,Female,47,Travel,13-06-2024,13-06-2025,622.05,23409.9,C8551,NULL,0,Rejected
P8552,C8552,Male,28,Life,22-11-2023,22-11-2024,666.4,93133.28,C8552,24-06-2024,5351.21,Settled
P8553,C8553,Female,58,Life,14-07-2023,14-07-2024,1074.08,25980.41,C8553,24-08-2023,3333.66,Settled
P8554,C8554,Male,57,Travel,23-11-2023,23-11-2024,106.21,108094.38,C8554,17-09-2024,3694,Pending
P8555,C8555,Female,80,Home,15-07-2023,15-07-2024,688.32,74134.26,C8555,14-06-2024,1044.36,Pending
P8556,C8556,Male,75,Auto,12-11-2023,12-11-2024,972.47,36016.15,C8556,NULL,0,Rejected
P8557,C8557,Female,43,Health,22-11-2023,22-11-2024,438.58,61473.92,C8557,29-08-2024,2059.13,Pending
P8558,C8558,Male,18,Travel,20-01-2024,20-01-2025,264.38,64578.33,C8558,NULL,0,Rejected
P8559,C8559,Female,52,Auto,07-08-2023,07-08-2024,956.73,32963.15,C8559,28-01-2024,1606.64,Pending
P8560,C8560,Male,21,Travel,05-11-2023,05-11-2024,821.81,46119.73,C8560,NULL,0,Rejected
P8561,C8561,Female,56,Home,07-05-2024,07-05-2025,831.62,56145.31,C8561,NULL,0,Rejected
P8562,C8562,Male,33,Travel,24-06-2024,24-06-2025,971.59,13305.92,C8562,NULL,0,Rejected
P8563,C8563,Female,37,Health,23-03-2024,23-03-2025,423.55,103116.84,C8563,17-08-2024,5037.84,Pending
P8564,C8564,Male,74,Auto,04-05-2024,04-05-2025,583.19,54234.34,C8564,NULL,0,Rejected
P8565,C8565,Female,46,Travel,22-06-2024,22-06-2025,904.15,56979.97,C8565,NULL,0,Rejected
P8566,C8566,Male,44,Travel,23-09-2023,23-09-2024,292.65,33009.17,C8566,30-06-2024,880.93,Pending
P8567,C8567,Female,46,Auto,17-08-2023,17-08-2024,516.63,54877.92,C8567,NULL,0,Rejected
P8568,C8568,Male,61,Health,08-09-2023,08-09-2024,792.3,64972.56,C8568,12-09-2023,2867.54,Settled
P8569,C8569,Female,54,Auto,30-03-2024,30-03-2025,348,101689.43,C8569,NULL,0,Rejected
P8570,C8570,Male,65,Travel,18-11-2023,18-11-2024,532.9,38612.71,C8570,21-05-2024,3972.31,Pending
P8571,C8571,Female,59,Auto,19-10-2023,19-10-2024,378.81,99975.74,C8571,13-01-2024,551.13,Pending
P8572,C8572,Male,72,Auto,08-11-2023,08-11-2024,158.31,82526.1,C8572,NULL,0,Rejected
P8573,C8573,Female,85,Travel,14-08-2023,14-08-2024,315.99,13431.18,C8573,NULL,0,Rejected
P8574,C8574,Male,48,Auto,22-09-2023,22-09-2024,708.77,58212.49,C8574,13-11-2023,2498.22,Pending
P8575,C8575,Female,72,Home,09-02-2024,09-02-2025,822.35,24364.25,C8575,NULL,0,Rejected
P8576,C8576,Male,61,Auto,31-07-2023,31-07-2024,795.39,48926.46,C8576,15-09-2023,1715.05,Settled
P8577,C8577,Female,81,Health,25-11-2023,25-11-2024,104.96,67240.72,C8577,NULL,0,Rejected
P8578,C8578,Male,43,Life,26-02-2024,26-02-2025,773.71,106940.43,C8578,18-09-2024,1617.97,Settled
P8579,C8579,Female,85,Travel,26-07-2023,26-07-2024,262.24,89884.59,C8579,27-04-2024,3022.58,Settled
P8580,C8580,Male,81,Travel,16-06-2024,16-06-2025,1072.45,103213.16,C8580,13-12-2024,2018.75,Settled
P8581,C8581,Female,60,Auto,02-08-2023,02-08-2024,260.79,17666.09,C8581,06-03-2024,729.39,Settled
P8582,C8582,Male,72,Auto,04-10-2023,04-10-2024,750.21,21664.03,C8582,NULL,0,Rejected
P8583,C8583,Female,20,Auto,20-02-2024,20-02-2025,918.13,14359.83,C8583,13-09-2024,3464.98,Settled
P8584,C8584,Male,73,Health,21-07-2023,21-07-2024,788.94,30683.94,C8584,NULL,0,Rejected
P8585,C8585,Female,43,Home,26-01-2024,26-01-2025,610.84,97906.51,C8585,07-02-2024,3157.55,Settled
P8586,C8586,Male,36,Auto,06-07-2024,06-07-2025,762.6,103259.54,C8586,NULL,0,Rejected
P8587,C8587,Female,30,Health,21-09-2023,21-09-2024,270.39,102047.79,C8587,NULL,0,Rejected
P8588,C8588,Male,65,Travel,09-09-2023,09-09-2024,169.64,20036.94,C8588,NULL,0,Rejected
P8589,C8589,Female,26,Travel,02-09-2023,02-09-2024,1005.85,94295.66,C8589,11-12-2023,3960.24,Pending
P8590,C8590,Male,51,Auto,21-01-2024,21-01-2025,736.51,17997,C8590,NULL,0,Rejected
P8591,C8591,Female,24,Life,17-12-2023,17-12-2024,536.77,13956.39,C8591,13-05-2024,2326.1,Settled
P8592,C8592,Male,49,Life,12-01-2024,12-01-2025,617.34,80484.75,C8592,05-05-2024,886.53,Pending
P8593,C8593,Female,84,Life,19-07-2023,19-07-2024,534.94,82372.98,C8593,NULL,0,Rejected
P8594,C8594,Male,68,Health,27-12-2023,27-12-2024,489.84,31762.45,C8594,26-04-2024,4044.19,Pending
P8595,C8595,Female,38,Home,19-09-2023,19-09-2024,498.99,43079.68,C8595,28-04-2024,725.55,Pending
P8596,C8596,Male,83,Travel,01-11-2023,01-11-2024,859.06,25135.18,C8596,NULL,0,Rejected
P8597,C8597,Female,58,Health,25-07-2023,25-07-2024,445.51,98431.87,C8597,NULL,0,Rejected
P8598,C8598,Male,40,Travel,20-06-2024,20-06-2025,728.86,37540.22,C8598,NULL,0,Rejected
P8599,C8599,Female,57,Travel,19-08-2023,19-08-2024,809.94,42062.07,C8599,21-01-2024,3088.42,Pending
P8600,C8600,Male,85,Auto,19-08-2023,19-08-2024,1027.46,10718.57,C8600,22-09-2023,4299.84,Pending
P8601,C8601,Female,26,Travel,19-11-2023,19-11-2024,939.51,67552.21,C8601,05-12-2023,4731.51,Pending
P8602,C8602,Male,54,Health,11-03-2024,11-03-2025,334.5,59534.84,C8602,NULL,0,Rejected
P8603,C8603,Female,36,Life,14-06-2024,14-06-2025,1050.78,10228.74,C8603,NULL,0,Rejected
P8604,C8604,Male,70,Travel,01-02-2024,01-02-2025,229.91,97562.36,C8604,NULL,0,Rejected
P8605,C8605,Female,18,Travel,15-04-2024,15-04-2025,383.61,87713.88,C8605,NULL,0,Rejected
P8606,C8606,Male,83,Auto,07-08-2023,07-08-2024,277.63,57575.25,C8606,17-12-2023,2220.51,Pending
P8607,C8607,Female,28,Life,10-08-2023,10-08-2024,273.29,108608.35,C8607,NULL,0,Rejected
P8608,C8608,Male,37,Travel,20-08-2023,20-08-2024,386.17,62913.11,C8608,24-01-2024,653.2,Settled
P8609,C8609,Female,83,Travel,19-01-2024,19-01-2025,953.82,44597.64,C8609,NULL,0,Rejected
P8610,C8610,Male,39,Travel,05-04-2024,05-04-2025,323.65,15204.86,C8610,17-01-2025,2344.97,Settled
P8611,C8611,Female,55,Travel,12-04-2024,12-04-2025,938.2,53443.58,C8611,NULL,0,Rejected
P8612,C8612,Male,75,Home,29-06-2024,29-06-2025,999.27,100281.86,C8612,NULL,0,Rejected
P8613,C8613,Female,75,Travel,28-12-2023,28-12-2024,539.88,24617.8,C8613,NULL,0,Rejected
P8614,C8614,Male,45,Travel,29-09-2023,29-09-2024,464.41,49318.17,C8614,31-08-2024,596.51,Settled
P8615,C8615,Female,25,Auto,30-08-2023,30-08-2024,589.38,69513.14,C8615,NULL,0,Rejected
P8616,C8616,Male,34,Auto,08-06-2024,08-06-2025,171.77,38601.9,C8616,05-08-2024,3552.2,Pending
P8617,C8617,Female,42,Health,31-10-2023,31-10-2024,810.96,75921.6,C8617,22-02-2024,981.39,Settled
P8618,C8618,Male,68,Travel,04-07-2024,04-07-2025,128.33,92914.12,C8618,NULL,0,Rejected
P8619,C8619,Female,81,Life,31-10-2023,31-10-2024,630.39,59932.51,C8619,16-10-2024,2868.31,Settled
P8620,C8620,Male,31,Home,05-11-2023,05-11-2024,526.84,96431.69,C8620,NULL,0,Rejected
P8621,C8621,Female,61,Auto,09-02-2024,09-02-2025,225.04,64046.11,C8621,NULL,0,Rejected
P8622,C8622,Male,62,Home,22-09-2023,22-09-2024,613.03,31589.28,C8622,13-07-2024,4063.23,Pending
P8623,C8623,Female,62,Life,17-04-2024,17-04-2025,833.74,34252.93,C8623,NULL,0,Rejected
P8624,C8624,Male,52,Auto,12-12-2023,12-12-2024,756.86,38902.2,C8624,03-09-2024,2643.37,Settled
P8625,C8625,Female,22,Travel,27-04-2024,27-04-2025,661.9,30737.26,C8625,NULL,0,Rejected
P8626,C8626,Male,63,Travel,11-03-2024,11-03-2025,161.59,55360.61,C8626,04-04-2024,2650.28,Settled
P8627,C8627,Female,82,Health,01-06-2024,01-06-2025,447.07,21077.97,C8627,21-10-2024,3952.59,Settled
P8628,C8628,Male,68,Auto,02-04-2024,02-04-2025,846.58,103253.11,C8628,NULL,0,Rejected
P8629,C8629,Female,42,Travel,15-05-2024,15-05-2025,928.57,63791.36,C8629,14-07-2024,4862.51,Pending
P8630,C8630,Male,50,Travel,16-06-2024,16-06-2025,131.54,67018.8,C8630,21-05-2025,5475.41,Settled
P8631,C8631,Female,58,Travel,24-10-2023,24-10-2024,613.47,45994.42,C8631,19-02-2024,3577.53,Pending
P8632,C8632,Male,27,Travel,09-01-2024,09-01-2025,223.28,54681.37,C8632,05-02-2024,3619.62,Pending
P8633,C8633,Female,20,Auto,08-02-2024,08-02-2025,849.67,73138.97,C8633,13-05-2024,4039.44,Settled
P8634,C8634,Male,28,Life,30-05-2024,30-05-2025,207.75,73428.91,C8634,NULL,0,Rejected
P8635,C8635,Female,19,Travel,09-05-2024,09-05-2025,353.69,40575.25,C8635,25-11-2024,4198.34,Pending
P8636,C8636,Male,70,Travel,13-04-2024,13-04-2025,477.58,70528.17,C8636,09-10-2024,3070.86,Settled
P8637,C8637,Female,25,Home,04-09-2023,04-09-2024,279.24,99520.48,C8637,05-08-2024,2639.26,Settled
P8638,C8638,Male,80,Life,22-03-2024,22-03-2025,982.54,84249.08,C8638,13-10-2024,3874.18,Settled
P8639,C8639,Female,67,Health,17-12-2023,17-12-2024,1011.98,46071.88,C8639,17-04-2024,2056.21,Settled
P8640,C8640,Male,55,Life,20-01-2024,20-01-2025,1007.09,28221.21,C8640,19-05-2024,2347.68,Settled
P8641,C8641,Female,37,Health,31-05-2024,31-05-2025,330.75,15520.78,C8641,NULL,0,Rejected
P8642,C8642,Male,30,Health,20-03-2024,20-03-2025,979.56,71913.75,C8642,19-07-2024,2681.56,Pending
P8643,C8643,Female,25,Life,31-03-2024,31-03-2025,239.54,25990.7,C8643,17-09-2024,5357.78,Pending
P8644,C8644,Male,70,Auto,01-03-2024,01-03-2025,442.21,72296.23,C8644,NULL,0,Rejected
P8645,C8645,Female,43,Home,26-08-2023,26-08-2024,734.15,55384.33,C8645,NULL,0,Rejected
P8646,C8646,Male,72,Travel,06-02-2024,06-02-2025,1091.29,105980.69,C8646,18-11-2024,1168.19,Settled
P8647,C8647,Female,87,Life,02-12-2023,02-12-2024,674.79,36985.12,C8647,16-12-2023,2222.84,Settled
P8648,C8648,Male,73,Health,21-10-2023,21-10-2024,866.16,71705.16,C8648,25-02-2024,1898.19,Pending
P8649,C8649,Female,73,Life,16-04-2024,16-04-2025,983.3,42290.91,C8649,NULL,0,Rejected
P8650,C8650,Male,87,Travel,20-06-2024,20-06-2025,730.71,54160.71,C8650,03-01-2025,584.38,Pending
P8651,C8651,Female,69,Travel,28-02-2024,28-02-2025,712.75,95062.53,C8651,06-08-2024,4779.77,Settled
P8652,C8652,Male,84,Health,01-07-2024,01-07-2025,652.09,40553.89,C8652,26-05-2025,3345.79,Settled
P8653,C8653,Female,30,Health,24-06-2024,24-06-2025,271.14,108109.83,C8653,11-10-2024,3135,Pending
P8654,C8654,Male,55,Travel,27-02-2024,27-02-2025,342.97,36474.93,C8654,NULL,0,Rejected
P8655,C8655,Female,43,Health,03-05-2024,03-05-2025,760.62,60382.12,C8655,28-11-2024,2453.25,Settled
P8656,C8656,Male,21,Travel,01-06-2024,01-06-2025,977.56,32187.79,C8656,NULL,0,Rejected
P8657,C8657,Female,55,Life,15-01-2024,15-01-2025,384.76,44018.76,C8657,NULL,0,Rejected
P8658,C8658,Male,75,Travel,21-11-2023,21-11-2024,311.24,38592.38,C8658,19-08-2024,2478.55,Settled
P8659,C8659,Female,22,Life,24-07-2023,24-07-2024,706.33,32253.71,C8659,12-12-2023,723.39,Settled
P8660,C8660,Male,63,Travel,31-05-2024,31-05-2025,637.63,55227.39,C8660,01-06-2024,1541.15,Settled
P8661,C8661,Female,47,Travel,09-04-2024,09-04-2025,655.39,39945.61,C8661,14-02-2025,1522.36,Pending
P8662,C8662,Male,18,Auto,09-06-2024,09-06-2025,121.15,56008,C8662,NULL,0,Rejected
P8663,C8663,Female,68,Travel,14-10-2023,14-10-2024,241.16,108347.53,C8663,NULL,0,Rejected
P8664,C8664,Male,26,Health,17-03-2024,17-03-2025,823.99,56582.15,C8664,12-03-2025,5312.7,Pending
P8665,C8665,Female,29,Health,03-09-2023,03-09-2024,566.41,61324.91,C8665,NULL,0,Rejected
P8666,C8666,Male,64,Home,02-08-2023,02-08-2024,725.04,90125.95,C8666,NULL,0,Rejected
P8667,C8667,Female,34,Travel,17-08-2023,17-08-2024,601.04,21152.12,C8667,NULL,0,Rejected
P8668,C8668,Male,48,Travel,28-10-2023,28-10-2024,337.14,35200.75,C8668,24-10-2024,2427.96,Settled
P8669,C8669,Female,23,Health,28-02-2024,28-02-2025,224.53,52833.68,C8669,03-10-2024,2685.55,Pending
P8670,C8670,Male,47,Travel,14-08-2023,14-08-2024,558.39,28964.21,C8670,NULL,0,Rejected
P8671,C8671,Female,59,Auto,19-10-2023,19-10-2024,755.86,78569.34,C8671,27-06-2024,2236.26,Settled
P8672,C8672,Male,80,Travel,10-07-2024,10-07-2025,188.09,84601.93,C8672,NULL,0,Rejected
P8673,C8673,Female,67,Life,20-08-2023,20-08-2024,628.62,26180.96,C8673,NULL,0,Rejected
P8674,C8674,Male,23,Travel,15-05-2024,15-05-2025,363.44,58286.15,C8674,NULL,0,Rejected
P8675,C8675,Female,55,Auto,17-03-2024,17-03-2025,980.29,91696.52,C8675,23-11-2024,1087.19,Settled
P8676,C8676,Male,74,Travel,02-07-2024,02-07-2025,679.68,30983.9,C8676,17-12-2024,747.82,Settled
P8677,C8677,Female,35,Travel,02-03-2024,02-03-2025,982.61,64377.64,C8677,19-06-2024,1233.69,Settled
P8678,C8678,Male,87,Auto,25-01-2024,25-01-2025,611.88,93782.47,C8678,NULL,0,Rejected
P8679,C8679,Female,50,Travel,18-04-2024,18-04-2025,194.1,91754.46,C8679,06-02-2025,1335.9,Pending
P8680,C8680,Male,73,Travel,21-01-2024,21-01-2025,850.39,42962.87,C8680,16-04-2024,2186.55,Pending
P8681,C8681,Female,53,Travel,15-01-2024,15-01-2025,979.14,62840.79,C8681,28-11-2024,620.01,Settled
P8682,C8682,Male,85,Travel,29-01-2024,29-01-2025,808.72,25009.43,C8682,NULL,0,Rejected
P8683,C8683,Female,86,Travel,14-02-2024,14-02-2025,801.62,13924.8,C8683,NULL,0,Rejected
P8684,C8684,Male,71,Travel,03-01-2024,03-01-2025,113.55,42403.37,C8684,NULL,0,Rejected
P8685,C8685,Female,30,Travel,31-05-2024,31-05-2025,709.11,91447.29,C8685,02-01-2025,2614.35,Settled
P8686,C8686,Male,51,Life,19-06-2024,19-06-2025,519.99,35395.47,C8686,NULL,0,Rejected
P8687,C8687,Female,31,Travel,10-05-2024,10-05-2025,403.3,106421.68,C8687,31-08-2024,575.46,Settled
P8688,C8688,Male,40,Auto,23-03-2024,23-03-2025,1098.66,82775.21,C8688,NULL,0,Rejected
P8689,C8689,Female,33,Life,09-05-2024,09-05-2025,172.95,14111.89,C8689,02-10-2024,2977.69,Settled
P8690,C8690,Male,68,Travel,05-12-2023,05-12-2024,736.01,23790.88,C8690,06-04-2024,1106.22,Settled
P8691,C8691,Female,81,Auto,07-08-2023,07-08-2024,621.18,104752.82,C8691,07-01-2024,524.38,Settled
P8692,C8692,Male,22,Travel,23-12-2023,23-12-2024,309.24,109498.8,C8692,NULL,0,Rejected
P8693,C8693,Female,63,Health,16-02-2024,16-02-2025,947.6,29301.76,C8693,NULL,0,Rejected
P8694,C8694,Male,61,Life,27-08-2023,27-08-2024,331.61,19929.74,C8694,09-09-2023,3718.01,Settled
P8695,C8695,Female,63,Home,10-04-2024,10-04-2025,271.73,41606.73,C8695,21-08-2024,2017,Settled
P8696,C8696,Male,77,Travel,11-06-2024,11-06-2025,174.99,33706.86,C8696,09-09-2024,2930.68,Pending
P8697,C8697,Female,19,Travel,14-04-2024,14-04-2025,378.52,12559.98,C8697,04-05-2024,1547.27,Settled
P8698,C8698,Male,65,Health,21-07-2023,21-07-2024,738.03,82768.32,C8698,NULL,0,Rejected
P8699,C8699,Female,58,Auto,21-08-2023,21-08-2024,856.42,61651.55,C8699,29-09-2023,1307.07,Settled
P8700,C8700,Male,44,Home,04-08-2023,04-08-2024,144.37,42336.25,C8700,04-04-2024,1702.31,Settled
P8701,C8701,Female,65,Travel,07-09-2023,07-09-2024,339.87,86885.88,C8701,NULL,0,Rejected
P8702,C8702,Male,74,Auto,29-06-2024,29-06-2025,944.12,71785.04,C8702,NULL,0,Rejected
P8703,C8703,Female,20,Home,11-04-2024,11-04-2025,777.04,21824.95,C8703,NULL,0,Rejected
P8704,C8704,Male,37,Health,02-06-2024,02-06-2025,204.61,76242.54,C8704,12-09-2024,4733.85,Settled
P8705,C8705,Female,45,Life,26-10-2023,26-10-2024,715.33,106384.65,C8705,NULL,0,Rejected
P8706,C8706,Male,44,Travel,11-10-2023,11-10-2024,244.37,42515.87,C8706,NULL,0,Rejected
P8707,C8707,Female,26,Health,11-03-2024,11-03-2025,668.63,83389.7,C8707,09-11-2024,4393.61,Pending
